,Title,Date,Fragments,Lab/Ops,Principles
368,"Hydrologia chymica, or, The chymical anatomy of the Scarbrough, and other spaws in York-Shire wherein are interspersed some animadversions upon Dr. Wittie's lately published treatise of the Scarbrough-spaw : also a short description of the spaws at Malton and Knarsbrough : and a discourse concerning the original of hot springs and other fountains : with the causes and cures of most of the stubbornest diseases ... : also a vindication of chymical physick ... : lastly is subjoyned an appendix of the original of springs ... / by W. Simpson.",1669-01-01,again totally separable and yet salts by the very odour of,1,
369,"A vindication of chymistry, and chymical medicines Courteous and candid reader, chymistry, is an art that doth both teach and inable us (for our exceeding good and benefit) to seperate purity from impurity; ...",1676-01-01,they use chymical oyls and salts of herbs seeds berries spices,1,
370,"A vindication of chymistry, and chymical medicines Courteous and candid reader, chymistry, is an art that doth both teach and inable us (for our exceeding good and benefit) to seperate purity from impurity; ...",1676-01-01,a sublimate or to coagulate sulphureons spirits and by a convenient,1,
371,"Fundamenta chymica: or, A sure guide into the high and rare mysteries of alchymie; L.C. Philmedico Chymicus.",1658-01-01,the fixation of the internal sulphur and more prompt dissolution for,1,
372,"Enchyridion physicæ restitutæ, or, The summary of physicks recovered wherein the true harmony of nature is explained, and many errours of the ancient philosophers, by canons and certain demonstrations, are clearly evidenced and evinced.",1651-01-01,water well diluted and mixt sulphur is generated of the most,1,
373,"The difference betwene the auncient phisicke, first taught by the godly forefathers, consisting in vnitie peace and concord: and the latter phisicke proceeding from idolaters, ethnickes, and heathen: as Gallen, and such other consisting in dualitie, discorde, and contrarietie And wherein the naturall philosophie of Aristotle doth differ from the trueth of Gods worde, and is iniurious to Christianitie and sounde doctrine. By R.B. Esquire.",1585-01-01,to begin to seperate the salt sulphur and mercury from hearbes,1,
374,"A course of chemistry containing an easie method of preparing those chymical medicins which are used in physick : with curious remarks and useful discourses upon each preparation, for the benefit of such who desire to be instructed in the knowledge of this art / by Nicholas Lemery, M.D.",1686-01-01,corrosive mercury is mixed with salt and vitriol which are acids,1,
376,"A course of chemistry containing an easie method of preparing those chymical medicins which are used in physick : with curious remarks and useful discourses upon each preparation, for the benefit of such who desire to be instructed in the knowledge of this art / by Nicholas Lemery, M.D.",1686-01-01,to the pores of the salts that they will find an,1,
377,"A course of chemistry containing an easie method of preparing those chymical medicins which are used in physick : with curious remarks and useful discourses upon each preparation, for the benefit of such who desire to be instructed in the knowledge of this art / by Nicholas Lemery, M.D.",1686-01-01,wax from the phlegm and salt melt two pounds of yellow,1,
378,"A course of chemistry containing an easie method of preparing those chymical medicins which are used in physick : with curious remarks and useful discourses upon each preparation, for the benefit of such who desire to be instructed in the knowledge of this art / by Nicholas Lemery, M.D.",1686-01-01,to encounter in the alkali salt then there follows a coagulum,1,
379,"A course of chemistry containing an easie method of preparing those chymical medicins which are used in physick : with curious remarks and useful discourses upon each preparation, for the benefit of such who desire to be instructed in the knowledge of this art / by Nicholas Lemery, M.D.",1686-01-01,you may obtain an alkali salt from the ashes by a,1,
380,"A course of chemistry containing an easie method of preparing those chymical medicins which are used in physick : with curious remarks and useful discourses upon each preparation, for the benefit of such who desire to be instructed in the knowledge of this art / by Nicholas Lemery, M.D.",1686-01-01,of salt would hinder the mercury from precipitating the volatile spirit,1,
381,"Experiments, notes, &c. about the mechanical origine or production of divers particular qualities among which is inferred a discourse of the imperfection of the chymist's doctrine of qualities : together with some reflections upon the hypothesis of alcali and acidum / by the Honourable Robert Boyle ...",1676-01-01,dissolving gold without any gross salt in the mixture of aqua,1,
382,"Experiments, notes, &c. about the mechanical origine or production of divers particular qualities among which is inferred a discourse of the imperfection of the chymist's doctrine of qualities : together with some reflections upon the hypothesis of alcali and acidum / by the Honourable Robert Boyle ...",1676-01-01,and whereas both spirit of salt and silver dissolv d in,1,
383,"Experiments, notes, &c. about the mechanical origine or production of divers particular qualities among which is inferred a discourse of the imperfection of the chymist's doctrine of qualities : together with some reflections upon the hypothesis of alcali and acidum / by the Honourable Robert Boyle ...",1676-01-01,from the participation of the sulphureous ingredient especially since if such,1,
384,"Experiments, notes, &c. about the mechanical origine or production of divers particular qualities among which is inferred a discourse of the imperfection of the chymist's doctrine of qualities : together with some reflections upon the hypothesis of alcali and acidum / by the Honourable Robert Boyle ...",1676-01-01,the salt adhering to the mercury corroded in good quantity by,1,
385,"Experiments, notes, &c. about the mechanical origine or production of divers particular qualities among which is inferred a discourse of the imperfection of the chymist's doctrine of qualities : together with some reflections upon the hypothesis of alcali and acidum / by the Honourable Robert Boyle ...",1676-01-01,per se for there running mercury being put into a conveniently,1,
386,"Experiments, notes, &c. about the mechanical origine or production of divers particular qualities among which is inferred a discourse of the imperfection of the chymist's doctrine of qualities : together with some reflections upon the hypothesis of alcali and acidum / by the Honourable Robert Boyle ...",1676-01-01,compounded of salt sulphur and mercury for it may suffice me,1,
387,"Experiments, notes, &c. about the mechanical origine or production of divers particular qualities among which is inferred a discourse of the imperfection of the chymist's doctrine of qualities : together with some reflections upon the hypothesis of alcali and acidum / by the Honourable Robert Boyle ...",1676-01-01,dissolves gold readily will dissolve mercury but scurvily and silver not,1,
388,"Panzooryktologia. Sive Panzoologicomineralogia. Or A compleat history of animals and minerals, containing the summe of all authors, both ancient and modern, Galenicall and chymicall, touching animals, viz. beasts, birds, fishes, serpents, insects, and man, as to their place, meat, name, temperature, vertues, use in meat and medicine, description, kinds, generation, sympathie, antipathie, diseases, cures, hurts, and remedies &c. With the anatomy of man, his diseases, with their definitions, causes, signes, cures, remedies: and use of the London dispensatory, with the doses and formes of all kinds of remedies: as also a history of minerals, viz. earths, mettals, semimettals, their naturall and artificiall excrements, salts, sulphurs, and stones, with their place, matter, names, kinds, temperature, vertues, use, choice, dose, danger, and antidotes. Also an [brace] introduction to zoography and mineralogy. Index of Latine names, with their English names. Universall index of the use and vertues. / By Robert Lovell. St. C.C. Oxon. philotheologiatronomos.",1661-01-01,if bilious shunning things sharp salt and bitter if in the,1,
389,"Panzooryktologia. Sive Panzoologicomineralogia. Or A compleat history of animals and minerals, containing the summe of all authors, both ancient and modern, Galenicall and chymicall, touching animals, viz. beasts, birds, fishes, serpents, insects, and man, as to their place, meat, name, temperature, vertues, use in meat and medicine, description, kinds, generation, sympathie, antipathie, diseases, cures, hurts, and remedies &c. With the anatomy of man, his diseases, with their definitions, causes, signes, cures, remedies: and use of the London dispensatory, with the doses and formes of all kinds of remedies: as also a history of minerals, viz. earths, mettals, semimettals, their naturall and artificiall excrements, salts, sulphurs, and stones, with their place, matter, names, kinds, temperature, vertues, use, choice, dose, danger, and antidotes. Also an [brace] introduction to zoography and mineralogy. Index of Latine names, with their English names. Universall index of the use and vertues. / By Robert Lovell. St. C.C. Oxon. philotheologiatronomos.",1661-01-01,antimony mercury allume ammoniack common salt nitre vitriol brimsto jacinth pearl,1,
390,"Panzooryktologia. Sive Panzoologicomineralogia. Or A compleat history of animals and minerals, containing the summe of all authors, both ancient and modern, Galenicall and chymicall, touching animals, viz. beasts, birds, fishes, serpents, insects, and man, as to their place, meat, name, temperature, vertues, use in meat and medicine, description, kinds, generation, sympathie, antipathie, diseases, cures, hurts, and remedies &c. With the anatomy of man, his diseases, with their definitions, causes, signes, cures, remedies: and use of the London dispensatory, with the doses and formes of all kinds of remedies: as also a history of minerals, viz. earths, mettals, semimettals, their naturall and artificiall excrements, salts, sulphurs, and stones, with their place, matter, names, kinds, temperature, vertues, use, choice, dose, danger, and antidotes. Also an [brace] introduction to zoography and mineralogy. Index of Latine names, with their English names. Universall index of the use and vertues. / By Robert Lovell. St. C.C. Oxon. philotheologiatronomos.",1661-01-01,vomitories mastick astringents galingal theriack salts oile of wormwood outwardly sinapismes,1,
391,"Panzooryktologia. Sive Panzoologicomineralogia. Or A compleat history of animals and minerals, containing the summe of all authors, both ancient and modern, Galenicall and chymicall, touching animals, viz. beasts, birds, fishes, serpents, insects, and man, as to their place, meat, name, temperature, vertues, use in meat and medicine, description, kinds, generation, sympathie, antipathie, diseases, cures, hurts, and remedies &c. With the anatomy of man, his diseases, with their definitions, causes, signes, cures, remedies: and use of the London dispensatory, with the doses and formes of all kinds of remedies: as also a history of minerals, viz. earths, mettals, semimettals, their naturall and artificiall excrements, salts, sulphurs, and stones, with their place, matter, names, kinds, temperature, vertues, use, choice, dose, danger, and antidotes. Also an [brace] introduction to zoography and mineralogy. Index of Latine names, with their English names. Universall index of the use and vertues. / By Robert Lovell. St. C.C. Oxon. philotheologiatronomos.",1661-01-01,sow pigeon copper gold antimony mercury common salt nitre vitriol bezoarstone,1,
392,"Panzooryktologia. Sive Panzoologicomineralogia. Or A compleat history of animals and minerals, containing the summe of all authors, both ancient and modern, Galenicall and chymicall, touching animals, viz. beasts, birds, fishes, serpents, insects, and man, as to their place, meat, name, temperature, vertues, use in meat and medicine, description, kinds, generation, sympathie, antipathie, diseases, cures, hurts, and remedies &c. With the anatomy of man, his diseases, with their definitions, causes, signes, cures, remedies: and use of the London dispensatory, with the doses and formes of all kinds of remedies: as also a history of minerals, viz. earths, mettals, semimettals, their naturall and artificiall excrements, salts, sulphurs, and stones, with their place, matter, names, kinds, temperature, vertues, use, choice, dose, danger, and antidotes. Also an [brace] introduction to zoography and mineralogy. Index of Latine names, with their English names. Universall index of the use and vertues. / By Robert Lovell. St. C.C. Oxon. philotheologiatronomos.",1661-01-01,reines m of a tartareous salt terrene and feculent matter n,1,
393,"Panzooryktologia. Sive Panzoologicomineralogia. Or A compleat history of animals and minerals, containing the summe of all authors, both ancient and modern, Galenicall and chymicall, touching animals, viz. beasts, birds, fishes, serpents, insects, and man, as to their place, meat, name, temperature, vertues, use in meat and medicine, description, kinds, generation, sympathie, antipathie, diseases, cures, hurts, and remedies &c. With the anatomy of man, his diseases, with their definitions, causes, signes, cures, remedies: and use of the London dispensatory, with the doses and formes of all kinds of remedies: as also a history of minerals, viz. earths, mettals, semimettals, their naturall and artificiall excrements, salts, sulphurs, and stones, with their place, matter, names, kinds, temperature, vertues, use, choice, dose, danger, and antidotes. Also an [brace] introduction to zoography and mineralogy. Index of Latine names, with their English names. Universall index of the use and vertues. / By Robert Lovell. St. C.C. Oxon. philotheologiatronomos.",1661-01-01,and bladder things too sharp salt pepered acute sweet cold actually,1,
394,"The arraignment of vrines vvherein are set downe the manifold errors and abuses of ignorant vrine-mongring empirickes, cozening quacksaluers, women-physitians, and the like stuffe ... Collected and gathered as well out of the most ancient, as the moderne and late physitians of our time: and written first in the Latine tongue, and diuided into three bookes by Peter Forrest D. in Physicke ... And for the benefit of our British nations newly epitomized, and translated into our English tongue by Iames Hart Dr. of the foresaid faculty, and residing in the towne of Northampton.",1623-01-01,easie method by heurnius and argenterius hath also attempted the same,1,
395,"The arraignment of vrines vvherein are set downe the manifold errors and abuses of ignorant vrine-mongring empirickes, cozening quacksaluers, women-physitians, and the like stuffe ... Collected and gathered as well out of the most ancient, as the moderne and late physitians of our time: and written first in the Latine tongue, and diuided into three bookes by Peter Forrest D. in Physicke ... And for the benefit of our British nations newly epitomized, and translated into our English tongue by Iames Hart Dr. of the foresaid faculty, and residing in the towne of Northampton.",1623-01-01,nose by such mercuriall and sulphureous smels i thinke it is,1,
396,"The arraignment of vrines vvherein are set downe the manifold errors and abuses of ignorant vrine-mongring empirickes, cozening quacksaluers, women-physitians, and the like stuffe ... Collected and gathered as well out of the most ancient, as the moderne and late physitians of our time: and written first in the Latine tongue, and diuided into three bookes by Peter Forrest D. in Physicke ... And for the benefit of our British nations newly epitomized, and translated into our English tongue by Iames Hart Dr. of the foresaid faculty, and residing in the towne of Northampton.",1623-01-01,originall from this sulphureous and salt matter as any that proceed,1,
397,"Pharmacopœia Bateana, or, Bate's dispensatory translated from the second edition of the Latin copy, published by Mr. James Shipton : containing his choice and select recipe's, their names, compositions, preparations, vertues, uses, and doses, as they are applicable to the whole practice of physick and chyrurgery : the Arcana Goddardiana, and their recipe's intersperst in their proper places, which are almost all wanting in the Latin copy : compleated with above five hundred chymical processes, and their explications at large, various observations thereon, and a rationale upon each process : to which are added in this English edition, Goddard's drops, Russel's pouder [sic], and the Emplastrum febrifugum, those so much fam'd in the world : as also several other preparations from the Collectanea chymica, and other good authors / by William Salmon ...",1694-01-01,cv hepar sulphuris liver of sulphur bate it is made of,1,
398,"Pharmacopœia Bateana, or, Bate's dispensatory translated from the second edition of the Latin copy, published by Mr. James Shipton : containing his choice and select recipe's, their names, compositions, preparations, vertues, uses, and doses, as they are applicable to the whole practice of physick and chyrurgery : the Arcana Goddardiana, and their recipe's intersperst in their proper places, which are almost all wanting in the Latin copy : compleated with above five hundred chymical processes, and their explications at large, various observations thereon, and a rationale upon each process : to which are added in this English edition, Goddard's drops, Russel's pouder [sic], and the Emplastrum febrifugum, those so much fam'd in the world : as also several other preparations from the Collectanea chymica, and other good authors / by William Salmon ...",1694-01-01,yet being joyned to the salts in the sublimate they would,1,
399,"Pharmacopœia Bateana, or, Bate's dispensatory translated from the second edition of the Latin copy, published by Mr. James Shipton : containing his choice and select recipe's, their names, compositions, preparations, vertues, uses, and doses, as they are applicable to the whole practice of physick and chyrurgery : the Arcana Goddardiana, and their recipe's intersperst in their proper places, which are almost all wanting in the Latin copy : compleated with above five hundred chymical processes, and their explications at large, various observations thereon, and a rationale upon each process : to which are added in this English edition, Goddard's drops, Russel's pouder [sic], and the Emplastrum febrifugum, those so much fam'd in the world : as also several other preparations from the Collectanea chymica, and other good authors / by William Salmon ...",1694-01-01,separate the parts of the salt to the end that the,1,
400,"Pharmacopœia Bateana, or, Bate's dispensatory translated from the second edition of the Latin copy, published by Mr. James Shipton : containing his choice and select recipe's, their names, compositions, preparations, vertues, uses, and doses, as they are applicable to the whole practice of physick and chyrurgery : the Arcana Goddardiana, and their recipe's intersperst in their proper places, which are almost all wanting in the Latin copy : compleated with above five hundred chymical processes, and their explications at large, various observations thereon, and a rationale upon each process : to which are added in this English edition, Goddard's drops, Russel's pouder [sic], and the Emplastrum febrifugum, those so much fam'd in the world : as also several other preparations from the Collectanea chymica, and other good authors / by William Salmon ...",1694-01-01,not too lightly lest the mercury revive with it not too,1,
401,"Pharmacopœia Bateana, or, Bate's dispensatory translated from the second edition of the Latin copy, published by Mr. James Shipton : containing his choice and select recipe's, their names, compositions, preparations, vertues, uses, and doses, as they are applicable to the whole practice of physick and chyrurgery : the Arcana Goddardiana, and their recipe's intersperst in their proper places, which are almost all wanting in the Latin copy : compleated with above five hundred chymical processes, and their explications at large, various observations thereon, and a rationale upon each process : to which are added in this English edition, Goddard's drops, Russel's pouder [sic], and the Emplastrum febrifugum, those so much fam'd in the world : as also several other preparations from the Collectanea chymica, and other good authors / by William Salmon ...",1694-01-01,of the volatile sulphur and salt too is lost in which,1,
402,"Pharmacopœia Bateana, or, Bate's dispensatory translated from the second edition of the Latin copy, published by Mr. James Shipton : containing his choice and select recipe's, their names, compositions, preparations, vertues, uses, and doses, as they are applicable to the whole practice of physick and chyrurgery : the Arcana Goddardiana, and their recipe's intersperst in their proper places, which are almost all wanting in the Latin copy : compleated with above five hundred chymical processes, and their explications at large, various observations thereon, and a rationale upon each process : to which are added in this English edition, Goddard's drops, Russel's pouder [sic], and the Emplastrum febrifugum, those so much fam'd in the world : as also several other preparations from the Collectanea chymica, and other good authors / by William Salmon ...",1694-01-01,for the shin bones bate mercury ij dissolve it in a,1,
403,"Pharmacopœia Bateana, or, Bate's dispensatory translated from the second edition of the Latin copy, published by Mr. James Shipton : containing his choice and select recipe's, their names, compositions, preparations, vertues, uses, and doses, as they are applicable to the whole practice of physick and chyrurgery : the Arcana Goddardiana, and their recipe's intersperst in their proper places, which are almost all wanting in the Latin copy : compleated with above five hundred chymical processes, and their explications at large, various observations thereon, and a rationale upon each process : to which are added in this English edition, Goddard's drops, Russel's pouder [sic], and the Emplastrum febrifugum, those so much fam'd in the world : as also several other preparations from the Collectanea chymica, and other good authors / by William Salmon ...",1694-01-01,to make it from lac sulphuris for that the body of,1,
404,"Gregorii Opuscula, or, Notes & observations upon some passages of Scripture with other learned tracts / written by John Gregory ...",1650-01-01,the syriack rendreth it my psalterie clean another instrument of a,1,
405,"Gregorii Opuscula, or, Notes & observations upon some passages of Scripture with other learned tracts / written by John Gregory ...",1650-01-01,head and powder it with salt and odors then they write,1,
406,"The chirurgicall lectures of tumors and vlcers Delivered on Tusedayes appointed for these exercises, and keeping of their courts in the Chirurgeans Hall these three yeeres last past, viz. 1632, 1633, and 1634. By Alexander Read Doctor of Physick, and one of the fellowes of the Physitians College of London.",1635-01-01,of vitriol the oyle of sulphur aqua fortis and aqua regis,1,
407,"The chirurgicall lectures of tumors and vlcers Delivered on Tusedayes appointed for these exercises, and keeping of their courts in the Chirurgeans Hall these three yeeres last past, viz. 1632, 1633, and 1634. By Alexander Read Doctor of Physick, and one of the fellowes of the Physitians College of London.",1635-01-01,by the admistion of thin salt moisture for of bitter things,1,
408,"The chirurgicall lectures of tumors and vlcers Delivered on Tusedayes appointed for these exercises, and keeping of their courts in the Chirurgeans Hall these three yeeres last past, viz. 1632, 1633, and 1634. By Alexander Read Doctor of Physick, and one of the fellowes of the Physitians College of London.",1635-01-01,the lips proceed from a salt sharp drying humor which causeth,1,
409,"The chirurgicall lectures of tumors and vlcers Delivered on Tusedayes appointed for these exercises, and keeping of their courts in the Chirurgeans Hall these three yeeres last past, viz. 1632, 1633, and 1634. By Alexander Read Doctor of Physick, and one of the fellowes of the Physitians College of London.",1635-01-01,them to proceed from the salt of the vitriol of the,1,
410,"The art of glass wherein are shown the wayes to make and colour glass, pastes, enamels, lakes, and other curiosities / written in Italian by Antonio Neri ; and translated into English, with some observations on the author ; whereunto is added an account of the glass drops made by the Royal Society, meeting at Gresham College.",1662-01-01,a grain of wheat this salt thus pounded sifted and dryed,1,
411,"The art of glass wherein are shown the wayes to make and colour glass, pastes, enamels, lakes, and other curiosities / written in Italian by Antonio Neri ; and translated into English, with some observations on the author ; whereunto is added an account of the glass drops made by the Royal Society, meeting at Gresham College.",1662-01-01,place must be given to salt peter the second to white,1,
412,"The art of glass wherein are shown the wayes to make and colour glass, pastes, enamels, lakes, and other curiosities / written in Italian by Antonio Neri ; and translated into English, with some observations on the author ; whereunto is added an account of the glass drops made by the Royal Society, meeting at Gresham College.",1662-01-01,me practised to extract the salt perfectly from both of them,1,
413,"The art of glass wherein are shown the wayes to make and colour glass, pastes, enamels, lakes, and other curiosities / written in Italian by Antonio Neri ; and translated into English, with some observations on the author ; whereunto is added an account of the glass drops made by the Royal Society, meeting at Gresham College.",1662-01-01,glass requires lixivial and fixed salts that have a caustical and,1,
414,"The art of glass wherein are shown the wayes to make and colour glass, pastes, enamels, lakes, and other curiosities / written in Italian by Antonio Neri ; and translated into English, with some observations on the author ; whereunto is added an account of the glass drops made by the Royal Society, meeting at Gresham College.",1662-01-01,have a pure and perfect salt wherewith a fritt made with,1,
415,"The art of glass wherein are shown the wayes to make and colour glass, pastes, enamels, lakes, and other curiosities / written in Italian by Antonio Neri ; and translated into English, with some observations on the author ; whereunto is added an account of the glass drops made by the Royal Society, meeting at Gresham College.",1662-01-01,upon the fritt it s salt which worketh this effect when,1,
416,"A general collection of discourses of the virtuosi of France, upon questions of all sorts of philosophy, and other natural knowledg made in the assembly of the Beaux Esprits at Paris, by the most ingenious persons of that nation / render'd into English by G. Havers, Gent.",1664-01-01,the metals are or and argent the colours azure which is,1,
417,"A general collection of discourses of the virtuosi of France, upon questions of all sorts of philosophy, and other natural knowledg made in the assembly of the Beaux Esprits at Paris, by the most ingenious persons of that nation / render'd into English by G. Havers, Gent.",1664-01-01,where salt as appears by salt peter vitriol alum and other,1,
418,"A general collection of discourses of the virtuosi of France, upon questions of all sorts of philosophy, and other natural knowledg made in the assembly of the Beaux Esprits at Paris, by the most ingenious persons of that nation / render'd into English by G. Havers, Gent.",1664-01-01,the inventions of writing with salt armoniack alumn camphire and onyon,1,
419,"Bazilica chymica, & Praxis chymiatricæ, or, Royal and practical chymistry in three treatises : wherein all those excellent medicines and chymical preparations are fully discovered, from whence all our modern chymists have drawn their choicest remedies : being a translation of Oswald Crollius, his Royal chymistry, augmented and inlarged by John Hartman : to which is added his Treatise of signatures of internal things, or, A true and lively anatomy of the greater and lesser world : as also, The practice of chymistry of John Hartman, M.D., augmented and inlarged by his son / all faithfully Englished by a lover of chymistry.",1670-01-01,strong which arises from the mercury and volatile salt by this,1,
420,"Bazilica chymica, & Praxis chymiatricæ, or, Royal and practical chymistry in three treatises : wherein all those excellent medicines and chymical preparations are fully discovered, from whence all our modern chymists have drawn their choicest remedies : being a translation of Oswald Crollius, his Royal chymistry, augmented and inlarged by John Hartman : to which is added his Treatise of signatures of internal things, or, A true and lively anatomy of the greater and lesser world : as also, The practice of chymistry of John Hartman, M.D., augmented and inlarged by his son / all faithfully Englished by a lover of chymistry.",1670-01-01,is prepared compounded spirit of salt there is another more elegant,1,
421,"Bazilica chymica, & Praxis chymiatricæ, or, Royal and practical chymistry in three treatises : wherein all those excellent medicines and chymical preparations are fully discovered, from whence all our modern chymists have drawn their choicest remedies : being a translation of Oswald Crollius, his Royal chymistry, augmented and inlarged by John Hartman : to which is added his Treatise of signatures of internal things, or, A true and lively anatomy of the greater and lesser world : as also, The practice of chymistry of John Hartman, M.D., augmented and inlarged by his son / all faithfully Englished by a lover of chymistry.",1670-01-01,preparation of this sulphur follows sulphur or the true tincture of,1,
422,"Bazilica chymica, & Praxis chymiatricæ, or, Royal and practical chymistry in three treatises : wherein all those excellent medicines and chymical preparations are fully discovered, from whence all our modern chymists have drawn their choicest remedies : being a translation of Oswald Crollius, his Royal chymistry, augmented and inlarged by John Hartman : to which is added his Treatise of signatures of internal things, or, A true and lively anatomy of the greater and lesser world : as also, The practice of chymistry of John Hartman, M.D., augmented and inlarged by his son / all faithfully Englished by a lover of chymistry.",1670-01-01,the hardned matter or coagulated sulphur the plaister is thus made,1,
423,"Bazilica chymica, & Praxis chymiatricæ, or, Royal and practical chymistry in three treatises : wherein all those excellent medicines and chymical preparations are fully discovered, from whence all our modern chymists have drawn their choicest remedies : being a translation of Oswald Crollius, his Royal chymistry, augmented and inlarged by John Hartman : to which is added his Treatise of signatures of internal things, or, A true and lively anatomy of the greater and lesser world : as also, The practice of chymistry of John Hartman, M.D., augmented and inlarged by his son / all faithfully Englished by a lover of chymistry.",1670-01-01,hours after the taking of mercury let broth be given and,1,
424,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",1698-01-01,take to be acid and sulphur as the vital active ones,1,
425,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",1698-01-01,may be got from the sulphur that goes into the compound,1,
426,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",1698-01-01,so we need not argue sulphur to be an alkali but,1,
427,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",1698-01-01,quatenus acid for spirit of salt will take it off but,1,
428,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",1698-01-01,compact skin so that the salts they contain do circulate and,1,
429,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",1698-01-01,as easily as any other sulphur and every thing is dissolv,1,
431,"A new treatise of natural philosophy, free'd from the intricacies of the schools adorned with many curious experiments both medicinal and chymical : as also with several observations useful for the health of the body.",1687-01-01,the wells of bourbon the salt hinders them from withering after,1,
433,"A new treatise of natural philosophy, free'd from the intricacies of the schools adorned with many curious experiments both medicinal and chymical : as also with several observations useful for the health of the body.",1687-01-01,sweeter than sugar and the salt of antimony is like it,1,
434,"A new treatise of natural philosophy, free'd from the intricacies of the schools adorned with many curious experiments both medicinal and chymical : as also with several observations useful for the health of the body.",1687-01-01,self of note is the saltness of its waters originally produced,1,
435,"Certain physiological essays and other tracts written at distant times, and on several occasions by the honourable Robert Boyle ; wherein some of the tracts are enlarged by experiments and the work is increased by the addition of a discourse about the absolute rest in bodies.",1669-01-01,tryal having examin d this salt by the tongue we found,1,
436,"Certain physiological essays and other tracts written at distant times, and on several occasions by the honourable Robert Boyle ; wherein some of the tracts are enlarged by experiments and the work is increased by the addition of a discourse about the absolute rest in bodies.",1669-01-01,reduce either to that of salt petre or of any other,1,
